Movie_Title,Year,Director,Actors,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,source_row_id,movie_title,release_year,decade,director_clean,lead_actor,actor_2,actor_3,actor_4,imdb_rating_10,runtime_minutes,runtime_bucket,censor_rating_clean,gross_usd_millions,gross_bucket,all_genres,main_genre_clean,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci_fi,genre_sport,genre_thriller,genre_war,genre_western,preference_action_score,preference_comedy_score,preference_drama_score,preference_sci_fi_score,preference_romance_score,preference_documentary_score,rating_score,recency_score,length_score,popularity_score,family_friendly_score,director_dataset_popularity_score,actor_dataset_popularity_score,mood_relax,mood_funny,mood_emotional,mood_adrenaline,mood_mind_bending,overview_clean,recommendation_explanation_base,data_source_note
Beautiful Creatures,2013,Richard LaGravenese,"Alice Englert, Viola Davis, Emma Thompson, Alden Ehrenreich",6.1,124,16,$19.45M,Drama," Fantasy,  Romance",4680,Beautiful Creatures,2013,2010s,Richard LaGravenese,Alice Englert,Viola Davis,Emma Thompson,Alden Ehrenreich,6.1,124,Standard,16,19.45,Low,"Drama, Fantasy, Romance",Drama,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.65,1.0,0.0,0.61,0.912,0.883,0.441,0.5,0.3,1.0,0.57,0.324,0.961,0.196,0.515,"Beautiful Creatures is a 2013 Drama, Fantasy, Romance film directed by Richard LaGravenese and starring Alice Englert, Viola Davis, Emma Thompson. IMDb rating: 6.1/10, runtime: 124 minutes, reported gross: $19.45M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Men,2022,Alex Garland,"Jessie Buckley, Rory Kinnear, Paapa Essiedu, Gayle Rankin",6.1,100,A,Gross Unkown,Drama," Fantasy,  Horror",4681,Men,2022,2020s,Alex Garland,Jessie Buckley,Rory Kinnear,Paapa Essiedu,Gayle Rankin,6.1,100,Standard,A,,Unknown,"Drama, Fantasy, Horror",Drama,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.65,0.35,0.0,0.61,1.0,0.917,0.0,0.25,0.3,0.333,0.263,0.099,0.798,0.13,0.515,"Men is a 2022 Drama, Fantasy, Horror film directed by Alex Garland and starring Jessie Buckley, Rory Kinnear, Paapa Essiedu. IMDb rating: 6.1/10, runtime: 100 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Coriolanus,2011,Ralph Fiennes,"Ralph Fiennes, Gerard Butler, Brian Cox, Lubna Azabal",6.1,123,UA,$0.76M,Drama," Thriller,  War",4682,Coriolanus,2011,2010s,Ralph Fiennes,Ralph Fiennes,Gerard Butler,Brian Cox,Lubna Azabal,6.1,123,Standard,UA,0.76,Low,"Drama, Thriller, War",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.75,0.0,1.0,0.0,0.35,0.0,0.61,0.892,0.892,0.083,0.75,0.1,1.0,0.334,0.173,0.798,0.5,0.372,"Coriolanus is a 2011 Drama, Thriller, War film directed by Ralph Fiennes and starring Ralph Fiennes, Gerard Butler, Brian Cox. IMDb rating: 6.1/10, runtime: 123 minutes, reported gross: $0.76M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Greenberg,2010,Noah Baumbach,"Ben Stiller, Greta Gerwig, Jennifer Jason Leigh, Rhys Ifans",6.1,107,R,$4.22M,Comedy," Drama,  Romance",4683,Greenberg,2010,2010s,Noah Baumbach,Ben Stiller,Greta Gerwig,Jennifer Jason Leigh,Rhys Ifans,6.1,107,Standard,R,4.22,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.882,0.975,0.241,0.25,0.7,1.0,0.884,0.849,0.961,0.036,0.222,"Greenberg is a 2010 Comedy, Drama, Romance film directed by Noah Baumbach and starring Ben Stiller, Greta Gerwig, Jennifer Jason Leigh. IMDb rating: 6.1/10, runtime: 107 minutes, reported gross: $4.22M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Step Up 3D,2010,Jon M. Chu,"Sharni Vinson, Rick Malambri, Adam Sevani, Alyson Stoner",6.1,107,UA,$42.40M,Drama," Music,  Romance",4684,Step Up 3D,2010,2010s,Jon M. Chu,Sharni Vinson,Rick Malambri,Adam Sevani,Alyson Stoner,6.1,107,Standard,UA,42.4,Low,"Drama, Music, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.45,0.61,0.882,0.975,0.551,0.75,0.6,0.25,0.621,0.361,0.961,0.083,0.222,"Step Up 3D is a 2010 Drama, Music, Romance film directed by Jon M. Chu and starring Sharni Vinson, Rick Malambri, Adam Sevani. IMDb rating: 6.1/10, runtime: 107 minutes, reported gross: $42.40M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Wild Child,2008,Nick Moore,"Emma Roberts, Aidan Quinn, Natasha Richardson, Lexi Ainsworth",6.1,98,U,$0.02M,Comedy, Drama,4685,Wild Child,2008,2000s,Nick Moore,Emma Roberts,Aidan Quinn,Natasha Richardson,Lexi Ainsworth,6.1,98,Standard,U,0.02,Low,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.863,0.9,0.003,1.0,0.1,0.75,0.823,0.961,0.798,0.0,0.222,"Wild Child is a 2008 Comedy, Drama film directed by Nick Moore and starring Emma Roberts, Aidan Quinn, Natasha Richardson. IMDb rating: 6.1/10, runtime: 98 minutes, reported gross: $0.02M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Switch,2010,"Directors:Josh Gordon, Will Speck","Jennifer Aniston, Jason Bateman, Patrick Wilson, Jeff Goldblum",6.1,101,UA,$27.76M,Comedy," Drama,  Romance",4686,The Switch,2010,2010s,"Directors:Josh Gordon, Will Speck",Jennifer Aniston,Jason Bateman,Patrick Wilson,Jeff Goldblum,6.1,101,Standard,UA,27.76,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.882,0.925,0.491,0.75,0.3,1.0,0.951,0.923,0.961,0.074,0.222,"The Switch is a 2010 Comedy, Drama, Romance film directed by Directors:Josh Gordon, Will Speck and starring Jennifer Aniston, Jason Bateman, Patrick Wilson. IMDb rating: 6.1/10, runtime: 101 minutes, reported gross: $27.76M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Bug,2006,William Friedkin,"Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins",6.1,102,R,$7.01M,Drama," Horror,  Thriller",4687,Bug,2006,2000s,William Friedkin,Ashley Judd,Michael Shannon,Harry Connick Jr.,Lynn Collins,6.1,102,Standard,R,7.01,Low,"Drama, Horror, Thriller",Drama,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.0,1.0,0.0,0.35,0.0,0.61,0.843,0.933,0.304,0.25,0.6,1.0,0.265,0.099,0.798,0.533,0.372,"Bug is a 2006 Drama, Horror, Thriller film directed by William Friedkin and starring Ashley Judd, Michael Shannon, Harry Connick Jr.. IMDb rating: 6.1/10, runtime: 102 minutes, reported gross: $7.01M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Rum Diary,2011,Bruce Robinson,"Johnny Depp, Giovanni Ribisi, Aaron Eckhart, Michael Rispoli",6.1,119,A,$13.10M,Comedy, Drama,4688,The Rum Diary,2011,2010s,Bruce Robinson,Johnny Depp,Giovanni Ribisi,Aaron Eckhart,Michael Rispoli,6.1,119,Standard,A,13.1,Low,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.892,0.925,0.387,0.25,0.2,1.0,0.714,0.849,0.798,0.058,0.222,"The Rum Diary is a 2011 Comedy, Drama film directed by Bruce Robinson and starring Johnny Depp, Giovanni Ribisi, Aaron Eckhart. IMDb rating: 6.1/10, runtime: 119 minutes, reported gross: $13.10M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Final Cut,2004,Omar Naim,"Robin Williams, Jim Caviezel, Mira Sorvino, Mimi Kuzyk",6.1,95,PG-13,$0.55M,Drama," Sci-Fi,  Thriller",4689,The Final Cut,2004,2000s,Omar Naim,Robin Williams,Jim Caviezel,Mira Sorvino,Mimi Kuzyk,6.1,95,Standard,PG-13,0.55,Low,"Drama, Sci-Fi, Thriller",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.75,0.0,1.0,1.0,0.35,0.0,0.61,0.824,0.875,0.064,0.75,0.1,1.0,0.331,0.173,0.798,0.697,0.822,"The Final Cut is a 2004 Drama, Sci-Fi, Thriller film directed by Omar Naim and starring Robin Williams, Jim Caviezel, Mira Sorvino. IMDb rating: 6.1/10, runtime: 95 minutes, reported gross: $0.55M.",strong sci-fi signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Uptown Girls,2003,Boaz Yakin,"Brittany Murphy, Dakota Fanning, Heather Locklear, Jesse Spencer",6.1,92,PG-13,$36.92M,Comedy," Drama,  Romance",4690,Uptown Girls,2003,2000s,Boaz Yakin,Brittany Murphy,Dakota Fanning,Heather Locklear,Jesse Spencer,6.1,92,Standard,PG-13,36.92,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.814,0.85,0.531,0.75,0.4,1.0,0.94,0.923,0.961,0.08,0.222,"Uptown Girls is a 2003 Comedy, Drama, Romance film directed by Boaz Yakin and starring Brittany Murphy, Dakota Fanning, Heather Locklear. IMDb rating: 6.1/10, runtime: 92 minutes, reported gross: $36.92M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
S1m0ne,2002,Andrew Niccol,"Al Pacino, Catherine Keener, Rachel Roberts, Benjamin Salisbury",6.1,117,U,$9.68M,Comedy," Drama,  Sci-Fi",4691,S1m0ne,2002,2000s,Andrew Niccol,Al Pacino,Catherine Keener,Rachel Roberts,Benjamin Salisbury,6.1,117,Standard,U,9.68,Low,"Comedy, Drama, Sci-Fi",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,1.0,0.35,0.0,0.61,0.804,0.942,0.346,1.0,0.6,1.0,0.829,0.961,0.798,0.252,0.672,"S1m0ne is a 2002 Comedy, Drama, Sci-Fi film directed by Andrew Niccol and starring Al Pacino, Catherine Keener, Rachel Roberts. IMDb rating: 6.1/10, runtime: 117 minutes, reported gross: $9.68M.",strong sci-fi signal; strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Tailor of Panama,2001,John Boorman,"Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis, Leonor Varela",6.1,109,R,$13.73M,Comedy," Drama,  Thriller",4692,The Tailor of Panama,2001,2000s,John Boorman,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,Leonor Varela,6.1,109,Standard,R,13.73,Low,"Comedy, Drama, Thriller",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,1.0,1.0,0.0,0.35,0.0,0.61,0.794,0.992,0.393,0.25,0.3,1.0,0.724,0.849,0.798,0.546,0.372,"The Tailor of Panama is a 2001 Comedy, Drama, Thriller film directed by John Boorman and starring Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis. IMDb rating: 6.1/10, runtime: 109 minutes, reported gross: $13.73M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
28 Days,2000,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins",6.1,103,U,$37.17M,Comedy, Drama,4693,28 Days,2000,2000s,Betty Thomas,Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins,6.1,103,Standard,U,37.17,Low,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.784,0.942,0.532,1.0,0.6,1.0,0.829,0.961,0.798,0.08,0.222,"28 Days is a 2000 Comedy, Drama film directed by Betty Thomas and starring Sandra Bullock, Viggo Mortensen, Dominic West. IMDb rating: 6.1/10, runtime: 103 minutes, reported gross: $37.17M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Edtv,1999,Ron Howard,"Matthew McConaughey, Jenna Elfman, Geoffrey Blake, Gail Boggs",6.1,122,A,$22.36M,Comedy, Drama,4694,Edtv,1999,1990s,Ron Howard,Matthew McConaughey,Jenna Elfman,Geoffrey Blake,Gail Boggs,6.1,122,Standard,A,22.36,Low,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.775,0.9,0.46,0.25,1.0,1.0,0.71,0.849,0.798,0.069,0.222,"Edtv is a 1999 Comedy, Drama film directed by Ron Howard and starring Matthew McConaughey, Jenna Elfman, Geoffrey Blake. IMDb rating: 6.1/10, runtime: 122 minutes, reported gross: $22.36M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Fools Rush In,1997,Andy Tennant,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez",6.1,109,PG-13,$29.29M,Comedy," Drama,  Romance",4695,Fools Rush In,1997,1990s,Andy Tennant,Matthew Perry,Salma Hayek,Jon Tenney,Carlos Gómez,6.1,109,Standard,PG-13,29.29,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.755,0.992,0.498,0.75,0.7,1.0,0.961,0.923,0.961,0.075,0.222,"Fools Rush In is a 1997 Comedy, Drama, Romance film directed by Andy Tennant and starring Matthew Perry, Salma Hayek, Jon Tenney. IMDb rating: 6.1/10, runtime: 109 minutes, reported gross: $29.29M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Cable Guy,1996,Ben Stiller,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black",6.1,96,UA,$60.24M,Comedy," Drama,  Thriller",4696,The Cable Guy,1996,1990s,Ben Stiller,Jim Carrey,Matthew Broderick,Leslie Mann,Jack Black,6.1,96,Standard,UA,60.24,Medium,"Comedy, Drama, Thriller",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,1.0,1.0,0.0,0.35,0.0,0.61,0.745,0.883,0.601,0.75,0.6,1.0,0.782,0.923,0.798,0.578,0.372,"The Cable Guy is a 1996 Comedy, Drama, Thriller film directed by Ben Stiller and starring Jim Carrey, Matthew Broderick, Leslie Mann. IMDb rating: 6.1/10, runtime: 96 minutes, reported gross: $60.24M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Disclosure,1994,Barry Levinson,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall",6.1,128,A,$83.02M,Drama, Thriller,4697,Disclosure,1994,1990s,Barry Levinson,Michael Douglas,Demi Moore,Donald Sutherland,Caroline Goodall,6.1,128,Standard,A,83.02,Medium,"Drama, Thriller",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.0,1.0,0.0,0.35,0.0,0.61,0.725,0.85,0.647,0.25,1.0,1.0,0.253,0.099,0.798,0.585,0.372,"Disclosure is a 1994 Drama, Thriller film directed by Barry Levinson and starring Michael Douglas, Demi Moore, Donald Sutherland. IMDb rating: 6.1/10, runtime: 128 minutes, reported gross: $83.02M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
D2: The Mighty Ducks,1994,Sam Weisman,"Emilio Estevez, Kathryn Erbe, Michael Tucker, Jan Rubes",6.1,106,PG,$45.61M,Comedy," Drama,  Family",4698,D2: The Mighty Ducks,1994,1990s,Sam Weisman,Emilio Estevez,Kathryn Erbe,Michael Tucker,Jan Rubes,6.1,106,Standard,PG,45.61,Low,"Comedy, Drama, Family",Comedy,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.725,0.967,0.561,0.75,0.2,1.0,0.795,0.923,0.798,0.084,0.222,"D2: The Mighty Ducks is a 1994 Comedy, Drama, Family film directed by Sam Weisman and starring Emilio Estevez, Kathryn Erbe, Michael Tucker. IMDb rating: 6.1/10, runtime: 106 minutes, reported gross: $45.61M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
3 Men and a Baby,1987,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis",6.1,102,U,$167.78M,Comedy," Drama,  Family",4699,3 Men and a Baby,1987,1980s,Leonard Nimoy,Tom Selleck,Steve Guttenberg,Ted Danson,Nancy Travis,6.1,102,Standard,U,167.78,High,"Comedy, Drama, Family",Comedy,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.657,0.933,0.749,1.0,0.3,0.583,0.827,0.961,0.798,0.112,0.222,"3 Men and a Baby is a 1987 Comedy, Drama, Family film directed by Leonard Nimoy and starring Tom Selleck, Steve Guttenberg, Ted Danson. IMDb rating: 6.1/10, runtime: 102 minutes, reported gross: $167.78M.",strong comedy signal; strong drama signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
To All the Boys: P.S. I Still Love You,2020,Michael Fimognari,"Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart",6.0,101,13,Gross Unkown,Comedy," Drama,  Romance",4700,To All the Boys: P.S. I Still Love You,2020,2020s,Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Anna Cathcart,6.0,101,Standard,13,,Unknown,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.6,0.98,0.925,0.0,0.5,0.2,0.5,0.914,0.885,0.96,0.0,0.22,"To All the Boys: P.S. I Still Love You is a 2020 Comedy, Drama, Romance film directed by Michael Fimognari and starring Lana Condor, Noah Centineo, Jordan Fisher. IMDb rating: 6.0/10, runtime: 101 minutes.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Princess Switch,2018,Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun",6.0,101,7,Gross Unkown,Comedy," Drama,  Family",4701,The Princess Switch,2018,2010s,Mike Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Alexa Adeosun,6.0,101,Standard,7,,Unknown,"Comedy, Drama, Family",Comedy,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.6,0.961,0.925,0.0,0.5,0.1,0.917,0.751,0.885,0.798,0.0,0.22,"The Princess Switch is a 2018 Comedy, Drama, Family film directed by Mike Rohl and starring Vanessa Hudgens, Sam Palladio, Nick Sagar. IMDb rating: 6.0/10, runtime: 101 minutes.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Destination Wedding,2018,Victor Levin,"Winona Ryder, Keanu Reeves, DJ Dallenbach, Ted Dubost",6.0,87,UA,Gross Unkown,Comedy," Drama,  Romance",4702,Destination Wedding,2018,2010s,Victor Levin,Winona Ryder,Keanu Reeves,DJ Dallenbach,Ted Dubost,6.0,87,Short,UA,,Unknown,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.6,0.961,0.808,0.0,0.75,0.1,1.0,0.934,0.923,0.96,0.0,0.22,"Destination Wedding is a 2018 Comedy, Drama, Romance film directed by Victor Levin and starring Winona Ryder, Keanu Reeves, DJ Dallenbach. IMDb rating: 6.0/10, runtime: 87 minutes.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
War Machine,2017,David Michôd,"Brad Pitt, Daniel Betts, John Magaro, Emory Cohen",6.0,122,Not Rated,Gross Unkown,Comedy," Drama,  War",4703,War Machine,2017,2010s,David Michôd,Brad Pitt,Daniel Betts,John Magaro,Emory Cohen,6.0,122,Standard,Not Rated,,Unknown,"Comedy, Drama, War",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7,1.0,1.0,0.0,0.35,0.0,0.6,0.951,0.9,0.0,0.5,0.4,1.0,0.747,0.885,0.798,0.455,0.22,"War Machine is a 2017 Comedy, Drama, War film directed by David Michôd and starring Brad Pitt, Daniel Betts, John Magaro. IMDb rating: 6.0/10, runtime: 122 minutes.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Love,2015,Gaspar Noé,"Aomi Muyock, Karl Glusman, Klara Kristin, Juan Saavedra",6.0,135,A,Gross Unkown,Drama, Romance,4704,Love,2015,2010s,Gaspar Noé,Aomi Muyock,Karl Glusman,Klara Kristin,Juan Saavedra,6.0,135,Long,A,,Unknown,"Drama, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.0,0.6,0.931,0.792,0.0,0.25,0.4,0.083,0.519,0.285,0.96,0.0,0.22,"Love is a 2015 Drama, Romance film directed by Gaspar Noé and starring Aomi Muyock, Karl Glusman, Klara Kristin. IMDb rating: 6.0/10, runtime: 135 minutes.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Equals,2015,Drake Doremus,"Nicholas Hoult, Kristen Stewart, Vernetta Lopez, Scott Lawrence",6.0,101,PG-13,$0.03M,Drama," Romance,  Sci-Fi",4705,Equals,2015,2010s,Drake Doremus,Nicholas Hoult,Kristen Stewart,Vernetta Lopez,Scott Lawrence,6.0,101,Standard,PG-13,0.03,Low,"Drama, Romance, Sci-Fi",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.25,1.0,1.0,1.0,0.0,0.6,0.931,0.925,0.004,0.75,0.2,1.0,0.614,0.36,0.96,0.201,0.67,"Equals is a 2015 Drama, Romance, Sci-Fi film directed by Drake Doremus and starring Nicholas Hoult, Kristen Stewart, Vernetta Lopez. IMDb rating: 6.0/10, runtime: 101 minutes, reported gross: $0.03M.",strong sci-fi signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Machine,2013,Caradog W. James,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine",6.0,91,R,Gross Unkown,Action," Drama,  Sci-Fi",4706,The Machine,2013,2010s,Caradog W. James,Toby Stephens,Caity Lotz,Denis Lawson,Sam Hazeldine,6.0,91,Standard,R,,Unknown,"Action, Drama, Sci-Fi",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,0.35,0.0,0.6,0.912,0.842,0.0,0.25,0.2,0.333,0.251,0.098,0.798,0.85,0.67,"The Machine is a 2013 Action, Drama, Sci-Fi film directed by Caradog W. James and starring Toby Stephens, Caity Lotz, Denis Lawson. IMDb rating: 6.0/10, runtime: 91 minutes.",strong action/adventure signal; strong sci-fi signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Z for Zachariah,2015,Craig Zobel,"Chiwetel Ejiofor, Chris Pine, Margot Robbie",6.0,98,PG-13,$0.12M,Drama," Romance,  Sci-Fi",4707,Z for Zachariah,2015,2010s,Craig Zobel,Chiwetel Ejiofor,Chris Pine,Margot Robbie,,6.0,98,Standard,PG-13,0.12,Low,"Drama, Romance, Sci-Fi",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.25,1.0,1.0,1.0,0.0,0.6,0.931,0.9,0.017,0.75,0.3,1.0,0.61,0.36,0.96,0.203,0.67,"Z for Zachariah is a 2015 Drama, Romance, Sci-Fi film directed by Craig Zobel and starring Chiwetel Ejiofor, Chris Pine, Margot Robbie. IMDb rating: 6.0/10, runtime: 98 minutes, reported gross: $0.12M.",strong sci-fi signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
